"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Dominican Republic","DOM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","75700000","55000000","91300000","133100000","171300000","89100000","141200000","153600000","171000000","192000000","245943000","293731000","426647000","497806000","643600000","802733000","780278000","939238000","1031844000","1334725000","1583500000","1655500000","1491200000","1759798070","2039295339","861787468.579404","1180562309.14293","1314267896.70507","1232378021.19814","1703444621.13565","1631285364.26871","1428531783.64142","1858640000","2218568000","2633033151.08926","2976052836.05284","3500603155.20307","4031537804.61849","5479228171.50738","5124636630.43128","6087226503.32251","6036464524.93272","6717126382.44979","4292131426.62581","4562553369.79939","8090243810.94382","9803353059.53883","11887130065.7114","13473339104.0744","11087942112.8723","13407250332.2263","14126536812.4548","14319299923.467","13651003922.6929","14876183655.8451","16022444595.4079","16748953240.3778","16576170074.7068","21096181417.3555","22272549065.2494","19487314665.6515","27458867101.4584","34005984584.9731","34912492426.6707","32463879924.5189",
"Algeria","DZA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","1255808112.52041","1660907503.65602","1689520029.76812","2187248452.46584","3129341488.12806","4066255934.9399","6076860126.88484","7541142939.48473","9260246197.14968","12809198668.6502","13079810456.9447","14306374988.5992","14597497965.6185","15569905875.0157","16768292515.8704","17979782777.736","18795497792.275","21946627162.737","19815487030.0317","15503569760.2289","15088273099.8436","16734565160.3102","11822739990.3913","12996841730.9429","13488734143.7226","12082661403.578","12168838398.6086","11678766742.3582","11057526176.0644","12407437825.1654","11863497505.5906","11329143721.2582","14927251007.2878","16685131755.1414","19192912718.1707","23990793859.6126","26583298929.3074","30976528473.4456","39893206181.3417","54186888769.146","58283806566.7221","65468893514.5214","71078056926.8784","73531603726.5647","81654890359.3874","92229966022.0477","80264226649.7488","78427453061.0514","78814888848.1603","79784119209.3658","77136720130.2872","64448724056.7675","65399750045.1636","68542510043.0491","81126568431.7932","94795663352.9236",
"East Asia & Pacific (excluding high income)","EAP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","22233306225.8076","11269203060.0768","9007588889.12735","11178500334.2929","14772280795.0745","17610301847.8253","20327219037.5095","16661557174.5964","15992780254.984","21294932741.8295","28156843019.127","31328154974.2725","35744781444.8075","43930957943.0872","52036536425.5108","64048683762.4484","63372511112.1255","71832383736.3701","69738119640.7213","79863465768.3055","93355299936.7346","97857719147.7607","106003175969.159","116602460137.722","126875538024.16","143337033889.814","141829678225.315","132767220100.712","158014441007.642","163547095893.021","179042731271.951","206183391210.267","246836136974.28","301566796989.407","354093129803.542","431139824812.262","491305644240.376","486651324475.869","437846833331.45","459035281600.371","514062734384.276","565618186470.318","646112534241.167","785046259127.734","950853334454.225","1112237338552.4","1318389225544.86","1651542641229.02","2167735255723.11","2627411349514.47","3196440861099.01","3920912324609.15","4451387278048.92","4952419690402.93","5294640809968.23","5351918584105.8","5400494489760.97","5940570065032.47","6798650915136.23","7002977622029.97","7058187632132.89","8375906986154.74","8442085491632.8","8314346234262.54","8428590985769.79",
"Early-demographic dividend","EAR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","39813525481.1427","43424632067.1268","50384467940.5531","55159857920.427","60220252090.6702","70299378080.0233","89751419116.1985","120635344999.746","156815094684.063","188051483551.287","216811642382.674","248255035292.389","260292080857.31","318373587245.135","358003406838.821","339831552451.672","349149345458.097","340881204376.129","326843123341.984","338379170111.058","334237769623.926","345998436916.26","345083480836.094","409274974065.355","438851330141.36","478202794280.425","509631499386.091","538708143228.503","553129556129.113","613181932672.36","676840993732.85","656183118396.93","666611642787.568","709525907381.115","711018387723.518","688271154792.087","771738615712.775","952898383879.264","1142582851039.71","1362042858078.32","1709388830565.15","1932962651935.09","1842791827647.71","2205061856099.82","2530658244475.23","2628104248504.11","2617138156188.55","2659404643131.37","2579910416480.66","2631029761977.13","2840521987100.3","2923276817001.18","2919782390343.01","2633755368179.55","3184752155199.48","3605099424321.84","3918723881159.58","4088529665906.96",
"East Asia & Pacific","EAS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","82364282546.5982","52279502525.0837","46760944209.0822","55319592207.136","67879443512.3375","79317144115.0185","89962120076.4736","83108810474.7927","86533155115.4755","106368867408.453","132611002208.195","145310028172.518","182658298727.05","252397173064.426","283183384688.449","298562503724.108","318709256183.265","372528063487.865","486317669121.375","541499417600.728","581348037501.846","627350550422.469","601169127573.03","626200064115.708","661495115955.953","697440039181.184","922686823716.574","1112892288963.3","1405798625481.75","1483729643858.78","1583683181815.91","1790297743009.96","1912189392118.13","2103016107443.46","2297924842442.87","2617712827875.52","2567491335021.46","2375437659014.06","2037983267799.55","2226089800856.12","2411607597047.93","2199120647486.5","2190593339916.71","2454816278078.53","2795891688790.57","3049435958469.33","3273733404936.65","3653888410117.47","4340148354011.42","4659019529936.28","5432173576977.79","6431524098440.13","7075591732350.63","7415606773304.89","7709798555507.86","7588793716470.72","7742474156616.69","8379849968303.97","9334347729932.47","9520848837560.77","9540257288035.48","11054946355270.7","10969440059070","10829150837991.4","10917074285551.7",
"Europe & Central Asia (excluding high income)","ECA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77560790660.8439","75507237389.0968","79849857162.938","81412590498.9866","62170750791.3863","85823084329.5064","90079022690.636","97224008169.6227","91536571591.6562","76701631101.7404","86364245800.0568","66004336682.8653","80055404874.0732","108384860752.342","162979495994.213","210086701963.525","261190826228.349","330138060225.929","382302069585.952","281959869607.023","341606112037.995","407879801540.822","427977262168.304","477700972400.246","458843110414.963","412690008618.362","396529633968.737","405638888008.485","394759449503.566","378359403763.144","365624406811.476","415297915767.435","462016408335.03","608900044048.955","683831503132.558",
"Europe & Central Asia","ECS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","276202552651.84","315084894411.802","376119348398.32","480765641053.676","533327171352.373","598093300215.094","608309484540.603","683370954441.768","826232298675.678","1009950304328.71","1165894159620.09","995699600744.5","927796968118.746","883282377947.362","836939907339.823","863422638481.353","1179188199455.65","1493132401404.73","1726414383576.67","1806461783351.56","2184055646028.42","2155384661071.84","2243517846760.66","1936504571307.55","2022938136764.24","2333884690765.89","2370428462157.71","2218439127383.27","2299940542894.6","2302245895383.11","2207099618371.09","2189098816379.48","2339777428076.65","2836088522270.95","3343315136176.77","3612972198346.17","4036515311181.12","4869730328257","5336297802234.43","4328215470125.17","4339154109904.86","4848267013851.31","4616723819280.21","4773134649720.21","4840808052349.1","4239371583430.76","4288251883047.73","4609983164303.63","4951883569667.5","5062639391052.25","4892041365929.86","5517302755779.02","5632895825503.94","6187486882976.99","6351963030805.2",
"Ecuador","ECU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","248314810.056979","213494566.302892","165625915.813675","200306723.920758","241254837.066955","201870696.063414","222400529.8538","275923167.197087","309063041.196733","366029328.048135","359157036.22035","410160466.863628","502622756.300268","746593618.343186","753153760.651352","1152274939.69611","1382933425.11063","1770426034.07032","2111744525.62778","2338217005.94585","2780661937.06786","3421793038.86562","3299688550.81584","2169011956.72727","2172572662.30524","2324055222.45155","2345072289.62673","2388107903.68587","2043845001.75584","2209955568.71742","2192417167.82339","2405218609.30465","2445138569.28464","2711468734.36718","3170197098.54927","3322009004.50225","3318361180.59029","3766964482.24112","4165219609.8049","2512460230.11506","2632826413.2066","3537750000","4523192000","4779965000","5550229000","6563549000","7574310000","8208248000","10660480000","10901921000","13434516000","16540608000","19424182000","23104787000","24122133000","21912497000","20232475000","22420006000","22558138000","22223841000","17251416000","20611167000","23899673000","24049884000","22953050700",
"Egypt, Arab Rep.","EGY","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","484720395.586977","637487724.053962","610647013.886657","678499389.35055","841799242.380682","782874617.737003","814590977.768185","793454223.794781","682710280.373832","806779661.016949","881185631.750816","906656465.187452","943640124.09514","1171045982.81961","1413047995.0135","2773564226.21657","2880039721.94638","3224522013.68181","3999090357.7926","5295714285.71429","5335707525","7105405405.40541","7573891748.76847","9750756693.83003","9949688239.08837","11242906501.937","12274087932.6473","11565750196.3865","11937705848.9495","12390437835.6051","11732705248.9906","10119408441.3426","9750338518.94201","9823589435.77431","11866785290.6287","13571571807.7263","16181692216.9811","20200825958.7021","18107615112.1606","18880536714.8334","18919360046.969","17137951482.4798","15168539325.8427","13096153846.1538","12922077922.0779","16067266067.2661","20121739130.4346","27197898423.8177","36272727272.7273","35771324863.8839","42068965517.2414","39432013769.3632","41016666666.6667","37457364341.0853","38034433285.5093","44973045822.1024","48098159509.2025","40516304347.8261","48339898705.6837","59823462414.5786","65090455396.1322","69158699808.7954","86024316109.4225","59910943902.0611","45512764932.4624",
"Euro area","EMU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","176556738766.424","201580621164.04","241601631119.089","311314146331.363","343200620576.681","381775931343.173","388384101160.981","440860708243.051","536878719898.246","654429694922.02","754853299993.877","636861114011.483","589458688050.91","559670319646.249","520808036575.803","530787586396.411","740909901172.025","931590912043.01","1057406933616.15","1108075989632.71","1417289650813.13","1458300752495.49","1566584551075.49","1350632142413.42","1415527407314.46","1630160419751.85","1634976689854.87","1487921850448.43","1559497535404.56","1590943137985.04","1481004807059.13","1474250026084.01","1559217517693.38","1910833699700.33","2204151349652.98","2320539888524.75","2541913958744.59","2987600201243.51","3238733782312.01","2723745878456.8","2606187323075.22","2820060110029.71","2546743518895.99","2581063223006.4","2637357328281.01","2328236665426.01","2423782926748.17","2610722741791.46","2873397442472.5","2978871946509.6","2894183615298.41","3235425880618.5","3177813185997.53","3475980363512.77","3474293602842.6",
"Eritrea","ERI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37265725.5689132","79515030.9798822","133652597.402597","130265625","191341419.289883","214739093.598522","240705996.932869","313555620.619743","155378670.12987","265290935.405181","215506769.715337","230998355.585874","224726745.240254","223413426.816399","165700468.292683","167034491.056911","175470861.788618","172000487.804878","196867869.918699","260733665.04065","","","","","","","","","","","","","",
"Spain","ESP","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","11015612075.1129","11455386826.3473","15214452498.0585","21433106796.1165","28056394577.4445","31269568115.942","30449609549.8632","32669270536.6922","37509789496.5278","47732131879.0283","52952065444.4187","45891376824.6531","43902117219.4457","37245640371.2297","34365695508.1764","37073186888.454","52904139242.0102","71024328257.6472","90663175260.677","105698997891.778","138081650342.801","144294951160.929","145199969120.754","111093206955.158","111454606881.133","134483586869.496","139343228687.771","130560227272.727","144061699521.105","156953700149.421","155343318232.157","162604227616.929","185581136085.883","246275109419.999","297683238995.368","335181557092.607","379128064764.705","441189772296.472","455766529189.062","346642485743.75","312361383850.001","299700493550.584","249037012212.891","239722649842.354","248857423919.215","220715399332.031","226125916212.841","249893384003.53","281660012497.255","284980148062.745","265900969771.207","295164671782.941","296843880603.114","331440191103.927","350101374519.531",
"Estonia","EST","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","977594601.746494","1115390856.91668","1193494885.9166","1293667577.05814","1473967538.32281","1778075425.52008","1491327725.72402","1517588685.15618","1715705845.49279","2251779222.00245","3234679313.4598","3852865838.50932","4635876134.8091","6264466189.93853","8169779633.17821","7577714955.32445","4452427063.07308","4145657807.19522","6141896764.90274","6608816740.52578","7007373898.73257","6856660905.00154","5606905640.56718","5881114601.41052","6978327566.07766","8297743034.14431","8483306188.92548","9920241622.31131","11153754433.3254","9618138730.87747","10537068738.8355","10306682265.2281",
"Ethiopia","ETH","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10259286600.4963","16067394957.9832","16239065525.0925","21129157230.3305","25258250741.6268","25574890829.6943","29358166666.6667","28470689734.8485","32384501730.3754","30174351128.655","30567458851.7588","31206495322","30122476599.6885","30809773550.1906",
"European Union","EUU","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","198997835001.547","226109586918.712","271282072528.317","348422354465.25","383676142229.078","428441467683.739","439213941140.908","495935242144.056","598392796273.122","727794308751.231","836320755245.084","705275367263.898","652404592564.283","619076532457.71","580864640820.245","595639338708.27","828295048248.269","1041940153252.5","1178426535215.71","1238259277781","1572949443154.33","1599401949867.22","1707952459083.65","1463662280441.93","1540742261912.86","1784977957519.38","1804495035707.88","1652451307012.84","1737881193897.66","1768360068634.13","1655278278988","1648259114912.28","1745175769178.74","2133278191246.21","2467526733691.12","2616417715815.74","2887818428873.71","3439434093195.15","3771213073845.09","3125507940279.78","3004019628087.99","3269768119030","2965187515484.45","3010823296354.99","3089574011162.64","2733139686678.57","2824681736688.64","3048469289862.69","3363974228702.86","3476494993553.04","3396297197007.13","3814879106892.52","3753593748539.66","4125734237845.7","4142042203763.96",
"Fragile and conflict affected situations","FCS","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","3170125990.93998","3661152315.99886","4376139948.3797","5968201338.10487","7898120371.82921","9866442540.81138","9525688567.47192","9779991146.52501","9386916967.50903","11212417951.4578","14655722027.4147","14225682006.0623","14475144936.4747","14167378309.1375","13921646220.8152","14892555640.8289","19216514191.8836","24655755444.3392","30726368159.204","36366911459.055","41977919452.6512","33061314512.5717","25011945845.5004","17084417612.1578","19268070574.8435","25870098039.2157","27090344292.001","27110296644.1416","29769692923.8985","30358642117.7607","29056850792.1569","29631007289.7638","30330222818.8236","37391637923.1372","43954532259.4596","46955699150.1945","49417858496.4705","62031947489.0198","69982957469.5312","58190322640.625","56922296516.6668","63027733852.1402","60022757172.6563","60354996174.1178","59390627562.7449","49953598874.6094","55044077995.3309","60134058704.706","67353378557.647","65207151247.0587","66571758014.008","71851473837.2081","69122112607.0042","68857348733.3345","65698329692.1875",
"Fiji","FJI","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"France","FRA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","14182158202.9512","16282072111.2314","18127020199.2022","21000334857.8841","24197571699.9502","26532920435.5301","29103305406.7157","31908859477.405","34404973529.5949","37194399907.4448","38459312625.4872","43336214040.4877","53308712613.7841","69902180318.2086","77101609383.5243","92229616031.8189","93675498497.6782","99567397699.9198","120608430232.558","145578014184.397","172136137845.39","147770549185.275","136549056792.095","122943196488.51","112761615251.82","116479851073.149","162738138081.258","202878969769.726","228818412069.155","235511412708.205","294049030237.321","291503546099.291","304726517967.782","268999420894.139","279035916824.197","315006308319.096","311164892934.992","274836929647.112","289569935512.564","299980899454.441","284187822987.922","285864524843.622","303505053752.353","376175419650.548","439623315269.847","465946517122.49","507560380546.235","599835076685.845","671204113931.484","579153412861.523","568467571810.001","622858356218.873","581030002433.672","598967423258.668","599668913479.567","502171414715.195","516840403892.102","554546820387.177","608480670213.019","610343995697.254","594094802493.076","696614409146.5","656377536816.929","697878560760.601","698358156244.219",
"Faroe Islands","FRO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","37800000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","98406987.3273544","116939295.162416","204342677.082779","234645797.055122","649343451.868578","1204780486.8489","1822553252.39043","1375775116.48328","992662011.968136","954768852.764226","1141615429.85075","1277364089.31652","1170093376.15983","1231807497.00821","1114755850.86966","1365124772.1482","1569132936.29554","906711644.289057","1454767809.10347","1089626825.03755","1276698329.42187","1411167157.55444","1233887858.50605","1002245291.821","883097744.187668","1124515176.37361","1335933387.70769","1606046254.38527","1722174698.94043","1220238888.44405","1112730391.08655","1142551387.03721","1339541994.92293","1474217614.4786","1670287266.5175","2010612015.65048","2392865013.08201","2945072499.05031","3896867354.77228","3576996653.00231","4514026925.80133","5222755777.32931","4762620064.85952","5269112582.68137","6497930815.52835","4204319943.61519","3783962679.80012","3179453437.6807","3248348922.94875","3695291725.63957","3047500340.85182","3394414937.98326","3276011723.61504","3504654953.23003","3998437076.68423",
"United Kingdom","GBR","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","31331958243.3405","35621718179.6057","40128521478.5215","48562765801.0779","55177933613.8382","62937599557.5221","59753565139.2632","64135341008.1982","80542920421.86","105873394747.988","131445470601.906","114016824758.842","108608563941.3","102422146430.196","102259152700.186","108488334188.912","132278699794.782","170287968622.324","225970199217.36","240790471204.189","262543084161.932","241474407407.407","232744020709.021","200042414517.097","219906818181.818","247210036294.777","268854914196.568","275360183366.077","298156674395.495","303276168904.708","304679981842.941","299879084496.905","324550359712.23","368248163265.306","432469791285.243","462563636363.636","499168353265.869","584297719087.635","542297794117.647","412720049852.002","414279290337.882","432940747546.841","442556405655.917","464135215441.398","530005426351.422","528730258079.221","502625813740.492","511959678081.572","541458034205.194","541533790406.248","496357961679.152","592163056609.151","604521092993.861","646446052076.045","688104507614.555",
"Georgia","GEO","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1809150435.82615","1225165562.91391","603512243.383626","82648712.4954903","66531263.8432671","108635614.544939","574589201.924885","647991830.44316","923371925.944207","733819078.822257","778047457.627119","876817797.442086","831445637.446343","1091743760.63198","1443395242.07012","1845504571.97236","2030292631.06222","2683520783.09863","2819843412.09236","1691841959.85961","2316372727.56856","3068890983.96378","3646507692.92261","3229887095.31969","3852366669.36631","3641552617.45475","4015959691.13437","4140597766.44503","4438533793.64766","4226638691.82747","3559666044.9561","3913547145.20786","4934491667.23819","6604944681.32065","7288447667.37491",
"Ghana","GHA","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","153343596.494155","156885601.661369","196107002.076711","265724987.813944","300688307.044407","183090429.952524","230166664.170768","344720496.89441","326595744.680851","","","","","","","","","302364644.487932","429241071.428571","533165096.45581","525768707.482993","584201938.291139","690943116.546229","847219156.242335","1044849441.01406","817154629.735607","1419740716.19059","1229491043.02695","1365978951.58197","1407304322.3049","1642610207.23061","1673256447.74751","1579699823.35932","1150945369.86231","1441548781.59443","1157700301.73507","1750712304.6181","2520324960.11651","3116154832.75133","4691991974.70897","3819573159.0285","4729793542.56254","4032036980.228","3787761882.48392","4711329223.18126","6648833641.02699","15107482461.8756","14447643658.4766","13354179345.1441","13938448741.0969","11404645208.8471","14258373499.5168","12329579651.8877","12363978902.1833","13321531914.7031","11978266641.5446","7947843463.67975","8113911061.2844",
"Gibraltar","GIB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","297840920.970753","332015802.895641","407400290.128602","417894372.628836","493754117.397751","510308251.21497","540686562.377841","535641211.976553","583123862.767038","749414545.725967","739328672.821333","742867296.981582","641560932.196315","654539471.744907","586901164.833558","438546733.01893","421850405.428061","682854884.772457","717874043.600935","544962122.980423","842010351.211459","1549746633.29349","1573171701.77383","1406224642.98675","1311560977.03944","1601440884.62914","1918507346.26038","1962589159.02703","1993711625.28005","2107897532.6003","4505855241.20921","2660235869.99125","2308256661.72965","2392727329.42071","2335255496.10011","2564212410.83088","3029872209.74982","5490226878.32172","8297268836.61919",
"Gambia, The","GMB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","55422401.1014134","48525667.0641316","40305846.9060004","32477152.9925018","34053490.1745665","30816013.525544","37784123.0351691","43616808.3020406","57861844.4605934","70846626.0658724","140393714.014236","177058842.375233","39849221.3272179","34976926.499287","54263099.3586201","57503853.4075085","41589387.7031621","41042910.4302318","38740512.1432982","35720425.0202833","76802605.0352779","42085860.278419","48893258.4025493","137728557.060598","142150076.955964","165397473.252517","160814150.583878","164335908.545062","186943871.538146","214158569.587827","181796458.566971","295412925.606134","202373240.451313","204737492.632323","280456377.101434","369956081.416329","345523099.45723","348809847.760356","447124489.145669","586093300.681959","611715957.24876","631075477.212062","653835083.195572","720001428.764572",
"Guinea-Bissau","GNB","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","43622808.5459058","","","","67289410.4308984","81062044.618728","103557124.242424","121596348.789626","96364215.8974262","135801043.268477","131260187.330035","80499845.2919924","159131824.084479","191104469.257709","215988094.605845","189785732.254172","207154947.118571","284722503.552827","190013974.296321","133346016.902238","147230538.078997","162048056.537973","376006386.026368","180358118.593677","126656058.941779","78048458.3320866","77438929.8902393","109591313.01096","152407491.45867","121294706.276751","116024223.972337","126704805.875478","181874271.339989","164152206.882869","162521151.183524","182066447.245906","181946632.773843","201590414.494081","195852698.19926","209296478.49481","186621814.780126","223752520.46844","264281780.931678","295614451.465275","381544420.978481","433245467.286857","406517919.500125","392841339.232334","456514441.57906","534948948.346591",
"Equatorial Guinea","GNQ","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3188735693.96898","2737502584.19503","3947312853.71739","5567502215.80674","8056811474.62347","6904542478.30384","8150082118.22351","10423911337.2832","6621993297.97425","6219931965.36444","3234530044.76918","1860402554.57249","1702827014.41084","1660719924.87168","1294713673.52503","747497326.659289","984222293.022834","1036774256.11694","1148736810.56465","1158087490.93326",
"Greece","GRC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","1009176516.66581","1140785519.56519","1313000562.45467","1294247954.8956","1597504084.04124","1913152154.34189","2226119658.08656","2299312755.06452","2849249157.35839","3440552607.94428","3759795454.54545","4361863636.36364","5804306818.18182","7756559263.52129","6755397727.27273","7568820403.82572","8451940298.50746","11162497687.3265","15209239332.0965","19987552897.8841","18049488409.2726","15166174661.7466","14323831632.6531","13891091331.2693","10914851874.2443","11675948679.9901","14312422103.2132","15764818822.3452","18249017535.4312","19836208560.6379","25135922184.0069","26361112357.45","27509508401.8591","24499351961.9501","24160712078.6517","28299710251.5076","31505158550.3964","29959509546.9861","34224112763.7496","34812213884.0429","32618860490.3812","33802544219.465","35874378767.4259","48992385670.6677","58850462769.0453","51751083671.8568","64729874849.0223","80224909152.7603","81743506477.1","66798783059.7601","49857617360.1168","39271259997.7335","29328572507.5055","27289676738.0114","26277115804.3536","21715847852.675","21952203262.0355","24144487127.9495","24169007568.3412","22742389982.1255","23537390555.7915","30107470683.8367","34270969836.0099","38590171314.7046","41099412975.8953",
"Grenada","GRD","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greenland","GRL","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","301715036.553879","297376573.115562","443194912.046371","469481120.700991","705457555.438846","1014371737.4073","799721388.350056","1306152567.31107","1740473320.23025","1000936387.13393","808324038.977892","664876960.523777","600394743.863136","684104711.457016","659680537.000978","654006203.699701","922655206.646068","1022156012.27241","1214261617.3751","1150328596.67232","1153866864.79809","",
"Guatemala","GTM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","102100000","108900000","106500000","125000000","159300000","174900000","167300000","191700000","220900000","231000000","238600000","263600000","272500000","356600000","467900000","570800000","900200000","1038600000","1217700000","1286000000","1294000000","1443000100","1308999900","950000000","912400000","1065130434.78261","727488584.474886","875320000","1048549618.32061","1155859375","993143187.840271","1145384260.51129","1633263258.05559","1833865200.87526","1846899021.61305","2127193353.52631","2089446053.32283","2688527301.81242","3228631896.65958","3277498977.69894","3110457959.18904","3423727415.3274","4011111817.12415","4091219773.5773","4394869361.2883","4979003029.10265","6078783068.65084","6681977672.19962","7018013570.84921","5709111768.5294","6121352803.39935","7052924685.61097","7452442534.43976","7997464608.42779","8777199988.6708","9027290313.35179","9162741230.6181","9751667032.07525","10042976181.5308","11096833330.345","10649478867.8586","13947971112.9051","15976798342.9536","17054883570.8597","18240788444.9364",
"Guam","GUM","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","46433217.2502902","45149887.1252822","33424916.4377089","23274941.8126455","30799923.0001925","41176470.5882353","50764705.8823529","61764705.8823529","48000000","49000000","56300000","51400000","51571428.5714286","73714285.7142857","90045454.5454545","145958333.333333","152400000","116000000","96800000","130000000","179600000","168214285.714286","120333333.333333","104666666.666667","120000000","135348837.209302","170465116.27907","98571428.5714286","74600000","71654415.4411765","109898739.240506","138587738.81932","193329055.155875","183584748.847926","147241722.342733","206558395.774648","224722649.57265","238884693.927711","207515291.757187","173674537.354352","169443794.332073","153616973.825864","151474640.862245","155687619.822892","185496259.596838","266716697.93621","","","","","","","","","","","","","","","","","","","",
"High income","HIC","Gross fixed capital formation (current US$)","NE.GDI.FTOT.CD","","","","","","","","","","","618112914014.178","695754891633.274","828058007190.392","1034161620315.2","1140008980325.59","1221228313490.1","1314944934615.09","1511978537866.29","1867242476698.43","2182723562251.73","2408665739964.52","2398493573587.73","2296444795472.89","2334550085055.97","2454770592031.05","2578187892548.01","3158536892597.58","3704857320191.91","4278276767521.48","4515165927160.3","4994089631781.31","5124158534398.77","5343731875981.18","5257723632369.65","5622005639135.97","6281324446625.21","6348630149296.26","6154976330425.49","6120404001176.83","6487826240752.97","6706997894679.42","6458143527922.48","6476444075022.27","7236506450842.47","8151040897882.93","8832882023941.23","9500243710559.43","10475281720941.7","11053579500811.1","9501193945238.65","9802597228975.85","10795325207056.5","10973602162884.5","11118285740378.4","11431953623976","10805323997617.1","11051350958255.7","11737968101238.1","12536873612402.6","12856321209432.4","12610408321671.9","14026319103060","14600947521854.2","15412827138823.5","15816785653753.4",
