"Data Source","World Development Indicators",

"Last Updated Date","2025-12-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Denmark","DNK","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","2312094232.31582","2595361844.61594","3165213340.69433","4032384910.44329","4820405996.04302","5822657031.213","6113501784.60406","6890859627.66455","8250342289.54604","9662314846.39664","10399904311.1775","9339411112.15987","8875130681.42968","8920165325.58741","8525196004.03921","8965869168.24158","12450567762.1115","15904952315.044","17534728622.4927","17549909709.707","22191768223.4482","22928264768.2409","25060799067.4605","24172492256.0164","25826416889.89","30483185769.4296","30488212877.9791","28577485046.446","29282175267.8285","29506321488.4093","26604520547.1112","27488585576.1385","30391528502.4517","37949967373.6888","43420573848.3158","44689089353.8301","46979215711.1143","54643900282.9898","64192542330.2728","58460519680.462","57019865494.0164","60371841144.3067","57397048611.317","59440255227.0286","59545119783.7145","50301528906.3352","51848426619.4111","54290744198.1279","58887006878.0626","58938023310.2671","61638278581.706","66761325048.7306","","","",
"Dominican Republic","DOM","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","64140317.1407538","71999117.1424209","85807287.9741059","101302178.143143","126241774.391588","155531487.500376","170706067.43971","195626582.80468","195951617.281175","234308008.006447","288665393.057462","322871037.981753","353018601.985116","393720200.921584","494993001.34418","215408206.398833","261391216.940904","248800083.329743","229474090.627387","285505349.243314","302075405.119197","458380793.017572","425965420.244194","585481458.236622","524477839.389062","669754792.757011","697906944.983684","666297942.382703","628721214.66067","707439540.437069","856431060.180734","823615991.322971","961668710.097527","1134085921.40954","1189487715.52099","1634951908.77418","1666985196.70924","1791743011.43098","1938172831.99765","1955965999.01735","2310767911.36611","2446899047.55253","2530454312.49077","2786070573.03916","3055976924.73261","3114328253.50474","3116539579.24896","3817533602.87451","4610017893.83132","5049602157.36088","4886562073.29613","6331232979.43863","","","",
"Algeria","DZA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","405898790.382012","423517259.364934","563194823.464375","793080573.506305","881079150.827877","1194974193.13275","1457021129.82771","1763573381.60694","1999357824.26136","2717204414.18553","3537538024.29858","3469547814.74923","3929057060.40996","4453830067.862","4663074800.1949","5538019107.96342","6698202662.68518","6871111889.09286","5631985916.59256","3793574057.53594","4057588341.07062","2789051538.41219","2383869539.28126","3954985845.91893","3275104198.179","2816732634.84368","3479778138.84208","3181614220.13538","3623213349.40607","3920777522.19168","3488988885.16827","3716413733.04409","3753058066.92636","4435386069.67036","5594324560.49231","6454063443.22554","6958047325.40186","8327528909.42137","9906982986.14887","9861920252.6065","9807725615.10317","11314572330.9794","11564282243.7643","13262809854.3411","15975077502.0398","14322109840.5105","13176630163.6377","14597552081.6567","14195046383.1009","14918040143.8398","12799143669.0556","13303643690.8006","","","",
"East Asia & Pacific (excluding high income)","EAP","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Early-demographic dividend","EAR","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","196516624.7954","184643973.863797","224506402.078046","252500730.779154","351828989.42071","393715477.213937","472367114.270378","612011468.125941","688200109.077204","866157721.336938","1122206885.21902","1413532750.75508","1430617639.28496","1340405398.13357","1254949582.53957","1196915949.64191","1151621131.00088","1102139281.4387","1105138567.85658","1206473251.44656","1276946588.66954","1422257871.45102","1505288761.39364","1863306104.94943","2278390264.06579","2550656357.31678","2733168563.6049","2906083165.64312","2927315536.31905","2342091156.78102","2098996307.33873","2763180321.76853","3170809020.70606","3808181064.22117","4247060658.51999","4682462306.64491","5454392403.91521","6181242000","7231375000","7760766000","9282099000","9624660000","10834312000","11566160000","13186386698.7024","14902297603.9443","16157350555.5604","16876254623.2221","18498171014.7247","19409291934.6039","18417518033.234","20324821758.5965","","","",
"Egypt, Arab Rep.","EGY","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","221692683.011711","241861558.970222","256752939.053245","285869848.991813","268641287.003982","335460491.553956","404328335.626127","474896840.326535","515279450.256084","684331380.624419","904737114.245061","958158648.208875","1359870308.93854","1561460362.21098","1731158900.75455","2031829200.84988","2149234626.95102","2156884965.11011","2077935760.08215","2385119298.03254","2557351818.04303","2220717838.79499","2579756824.03263","2865456871.33566","3298415648.26372","3878014978.48883","4336111601.68487","4853525986.25255","5198951705.04893","6235456830.98584","6194979660.67503","4841666052.86297","4434253293.74269","4159871769.8647","4453311052.62823","5155974320.41439","6104875094.31203","7976103268.2531","10236555806.1309","12567672922.4737","13961097974.1498","13944213728.871","13726468418.0574","14668796410.6832","15888033141.1017","16731908438.2297","19761521258.6673","14120841879.4345","13845909877.3394","17980886126.8233","21655164237.8904","23945188546.3341","","","",
"Euro area","EMU","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35681952.7935543","38148389.1935804","42646752.6420703","51705359.0034818","64754103.4943235","66394272.6255652","67059443.4388112","62459416.8508326","67568781.2999029","71212951.8708562","72889021.0444503","83505013.667365","106905945.171002","95576737.7099","101815507.779387","111572364.380602","126968072.680225","168132762.190107","149296693.045397","198168933.064599","","","","","","","","","","","","","",
"Spain","ESP","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","4775621473.83993","5384664238.68023","6456594313.27433","8355432170.08361","10700072635.3876","13129061045.2171","13532778433.5755","15076849649.1579","18140391571.9068","25318778798.8648","28345762896.4871","26306973820.9181","25806681969.2318","23138814685.0199","23708538132.4958","24894124419.1081","32504948484.2499","39923688705.9949","46594506237.1586","50168804816.5822","64194240404.5619","68405960389.8283","74358330230.7185","64719881489.0552","65431030089.7206","75263438898.7499","78989217978.9478","73347931375.6937","75357703367.3995","79139230147.3154","75663263642.4194","79272169481.3851","90529228478.9384","117533220582.727","141558571387.375","155114419204.808","170103506169.206","199444298619.01","226291907199.681","218581932425.887","214178807562.917","229129754223.236","211629105245.941","215917462046.815","218519780042.185","187174824681.706","191104608684.543","201161197358.425","216520923642.144","212345283431.411","222697401993.058","243305057435.966","","","",
"Estonia","EST","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","783330622.230894","751326948.223606","742786618.815855","806212487.144009","865841989.775006","708386540.688958","746040594.100727","888769049.773525","1226671508.52475","1562283911.31735","1776643964.91034","2141882448.9712","2817523901.94073","3635857690.80164","3500833589.95248","3344039399.7234","3677685039.33465","3657536370.15691","4142267264.40642","4275912623.15761","3814061567.55575","3893974497.13456","4255960791.67841","4811563034.11988","4979086831.84276","5465179843.68364","6375561723.99072","","","",
"Ethiopia","ETH","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","173241875.220148","173755007.946308","172189184.207225","166975232.07726","194153560.928825","212720090.785272","245424392.503539","282539330.927498","346486132.692551","341776632.756833","429051702.536679","374728682.984384","292181210.016376","255276496.045604","268727550.036649","315442569.799044","319661960.165254","349724876.647725","378438307.37227","472421326.675604","471843074.765245","596171262.888956","712050599.632908","814744999.372159","979287510.837772","1382570631.66213","1710445927.77574","2414419238.95361","3098711192.03656","2820476914.85806","3111213780.72281","4805975267.02762","5455663512.67621","5440199647.1036","6809054816.64633","7342284590.22459","7869945651.05174","7799318653.31906","8021792181.91723","8459099161.93174","8179708473.38764","","","",
"European Union","EUU","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","1598734001.77488","1875486231.36198","2217450611.19762","2970721597.41709","3963551365.41056","4959355265.50958","5459291264.4794","6035694926.34051","6557247143.44663","7697980679.44244","9504311103.86069","9366068745.63861","9337638988.38559","9123863165.99402","9394964110.64899","9968066330.96316","13116368011.2189","16643840028.5324","19907355275.106","21922413806.2737","27766312184.8846","26778066417.3838","23647692840.9418","18606814302.5023","20534071843.4472","24232026146.8287","23703080502.7445","21958538539.5946","22516688917.3999","22787366234.9458","21340067946.9694","22079059112.1789","24026082794.1143","29579844257.6052","34127703960.6696","36083594256.599","38207872194.5369","44491199061.9845","51224942215.6549","49506407284.9292","46996655825.5325","51130692310.8039","49475926966.0621","52228241880.7082","52627230064.0442","44423786623.2465","45085270694.2927","47144984530.8793","51183749402.4748","50776005340.6172","52935078679.4975","56532621337.9294","","","",
"Fiji","FJI","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","16531043.1491661","18699485.9976729","24735490.7122511","31957679.5328562","45702419.4440293","56349696.4135135","60051254.898134","58525340.0152537","74267678.7283576","92301311.2892581","113479719.54084","126249543.716935","128216800.095484","110469024.913824","114651237.557059","114678435.313867","127421777.02251","122591443.779687","114599190.908995","121179620.10208","141838822.751991","153025336.023769","165198625.940687","165029370.895337","177306194.987262","200125846.991177","206736460.196442","230713670.53484","178623969.870791","218926209.092341","195854190.991534","174668961.187353","161222416.723629","222431539.992409","232156616.534556","260190756.276968","269953636.689698","279538196.66393","261048893.305408","211350376.911126","226904802.342076","410508882.057653","425580014.237931","422114517.421789","568514993.146874","558328964.861146","563483203.730834","609591638.632095","647504044.104609","643585244.513237","519628668.563092","492888240.0744","","","",
"France","FRA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","18437995325.3643","21046936760.3279","26362819653.5578","34603860423.1444","39067245554.2806","51437018071.8162","53735424423.8165","60227930063.7105","71252906960.3154","86813135990.5983","103944427198.202","93572721768.1068","89863259784.4643","85812032044.3865","81124371398.8456","84016644787.276","115759068126.581","141321619511.241","152487611501.324","153297347272.714","192126249883.923","199681432427.02","220162329617.025","210054435937.281","218787807167.67","247535812837.871","247756122508.592","222569116630.194","226693351146.498","226207853667.638","208838033407","213598685992.021","235632244504.747","292483011397.604","337596332599.224","355592102064.603","382184192379.788","441111655043.763","502977779810.21","482413396214.432","469426991725.719","511045235494.848","483749915467.443","506716875538.667","514872435493.515","434846949058.31","443161944184.635","467712860006.851","507562438901.195","503113114841.879","522277166149.18","571560437697.342","","","",
"Faroe Islands","FRO","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","5477266.21098344","","","6493743.55644311","6745419.71802632","7206246.22593826","7829183.58731881","8528321.86343252","9655102.11242294","10402875.9815516","11598876.4035721","11732992.4324484","14868723.8793072","14299335.5772639","13247607.615758","14234658.6526279","14524826.4498411","15255749.0903556","15837060.0315821","15540220.9167964","15633304.1672592","15368758.0395692","14824310.0588834","14681511.1351165","14852066.4703772","14802996.5931884","16566340.5589877","19198044.4343963","20417381.8993362","21302441.2874395","20468116.4089274","19120722.9570114","19712901.1740979","21170097.0362129","22968012.4537816","24535467.1193945","26007207.1014506","28014757.8815746","27487260.019848","","","",
"Gabon","GAB","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","74232838.0304765","87855466.559125","101081380.623402","109356902.318993","206738662.721283","332317729.458175","388909490.195674","410075763.922131","428987376.185254","524163842.855001","440464291.856427","378292022.630325","387032750.201761","329431733.81038","439270580.525321","361931618.057733","745546812.986668","701346711.687636","542193440.898138","711536368.484585","1007239421.80521","914370286.432504","946642110.33346","744005534.436424","679269521.255978","840715123.885951","959819410.17418","909492083.100945","801262374.807721","795137705.7026","828730407.351962","842037189.894698","907389620.286012","1092923651.60632","1296583011.28562","1534273869.03049","1650795000.58366","1988869496.971","2451304842.76938","1964213373.29239","2385417311.65421","3030188482.89561","2894405984.50953","3006439338.04612","3128671293.15131","2548634404.34352","2533499870.5704","2758337799.09768","3130465551.31534","3190108828.35301","3127060855.24628","4042373653.42938","","","",
"United Kingdom","GBR","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","15649438327.0595","18457144287.9728","22005689534.8217","25985789929.6801","30558705004.6615","37353154362.7049","36831596093.6658","42097160170.8342","54045406820.2976","71000007258.4947","94001031450.7614","91779830310.9828","85711015819.9585","79709551255.8254","74430034966.1694","77433772983.809","94711867036.0046","115766261163.28","140546177264.186","140879361436.325","169889914344.69","181948410651.772","184701909161.595","162034629738.585","170025980339.02","180337522386.957","186752885130.798","199796561032.503","210141814269.679","218861025731.847","217565441085.616","220902547882.939","242622901744.294","278768979585.539","324941413305.126","340963636459.523","366395584155.668","421512605004.639","415202205758.892","367206730080.268","365903210059.395","390740336337.337","398501224091.86","405869939638.478","441313025053.715","424331095298.784","392371695018.164","394742566891.218","425578728246.281","424528784241.655","436702801017.615","474345428900.127","","","",
"Georgia","GEO","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","580615848.438804","499379090.254564","289868584.594853","438321188.845446","431648637.110996","377407373.572839","336490258.65634","377246018.934493","486184507.549533","415616960.844517","416592008.305282","443166954.651218","467557669.63688","561388979.193606","672187063.460688","817600129.929835","979437654.735105","1290679100.39766","1585131548.49593","1389937972.58709","1641581590.41562","1895993652.05927","2160159971.93128","2266859949.66388","2316534751.31573","2142510652.37229","2224937676.93414","2314798066.8966","2453609762.6367","2466583139.12514","1968300939.54815","2115194013.02182","","","",
"Ghana","GHA","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","158062356.915318","175151243.394811","146860924.522763","167670451.735234","195574022.419922","222899387.980271","212293316.482013","218525029.954356","225896776.776917","247743925.579826","287587021.168549","259607469.624513","208192539.005945","243463929.126946","355679409.147214","417173492.568227","502364801.797263","426281955.830347","436271833.842842","446854001.066192","510661359.332822","564822454.03676","546148989.557964","530321704.404986","478011375.789424","585508009.453599","617327013.38368","629193173.798007","683067659.964343","707410222.418712","454327559.304084","485826810.628547","565544858.225963","696977108.114345","803300221.142015","945843408.30423","1809869086.53452","2156611487.08896","2364178337.60734","2039158854.73936","2637780496.59459","3233675956.5412","3453151832.72271","5119107808.48256","4399111835.67642","4186262790.54559","4683405556.78132","5102226695.25282","5710870467.99214","5820980402.16116","6640532740.96481","7567761447.87247","","","",
"Gibraltar","GIB","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","46669620.6157671","48338609.6693378","55934301.2779973","60152758.7257925","69335714.8970661","87879794.2800962","103864071.62782","105348683.290156","109625075.844275","121054098.606012","122428079.537062","143881571.025805","143227515.125554","152877532.785651","143169237.69563","144010671.868862","151423727.656872","198309163.58959","182888077.838994","129835041.674016","248094124.908065","373088510.528219","393875708.504302","487304841.26333","523148046.464327","508430447.33338","608528473.852278","709904588.147409","729036594.994151","678946700.960907","654660340.800332","923377955.272959","1228902020.25742","1297937323.5406","1465277123.12949","1772473946.31163","","","",
"Gambia, The","GMB","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","4570881.89154632","4968382.8253214","5377293.50790093","6656418.06340355","8374236.17705739","8977343.40840371","7692123.44875393","10995794.5524052","14050494.2572383","18619373.7844448","24032080.1218343","26170918.4497163","19608740.7367836","22665286.9783796","17733880.193075","23609410.4772725","17918191.1466423","22021867.1869497","25989536.7124674","27440237.3207828","31387328.5479979","69865678.4799938","77110348.5059333","84929123.1338227","85836812.4724655","92364630.2284826","103342501.159692","101296291.917594","108817612.968409","104459056.609484","99434737.4807483","87321012.774303","77536165.0138591","66765523.3941372","125968149.550685","133138715.254784","144851753.429009","178889786.3594","235377566.9368","226709931.039265","250394382.115275","259281749.590263","266504005.630828","253142328.848613","221978209.20285","250209021.014643","276336131.69137","270265237.154053","276433989.89586","306561858.053421","295987242.582909","321319745.837635","","","",
"Guinea-Bissau","GNB","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","2944673.48033625","3455128.3732202","3957376.00391449","4364435.83955005","5310579.18489076","5074863.99491654","5006063.97064584","6653796.02775284","6375406.30235174","6921975.91315504","7094448.66101318","9309402.74109042","9978999.77451384","10246417.3240234","8765745.32632418","11271814.1652943","7572369.76306572","9858314.66450313","8378036.86169632","11252168.2561461","12620267.2574391","13386863.7966348","15593486.0237959","14465250.922392","13251987.2972221","14430725.5402946","14921010.4637394","13050365.4549785","12084285.9269214","11258717.1855196","18873117.7684483","19784779.5014195","21712704.5626822","24843167.7534659","27366021.5032106","30989068.263104","33093133.6772836","40595269.046562","52785333.8206811","52482711.7685981","51943521.9420095","63344562.3958443","60418963.9460905","63886027.4372734","61817025.263579","53310005.9404734","55541821.0053164","59011956.9120682","69271166.6323257","66130838.1889855","65208876.3205146","73984802.9983518","","","",
"Equatorial Guinea","GNQ","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","1334603.52709374","1329195.60757886","1377057.66917083","1709798.8857104","2011827.00457528","2201667.30712427","2220622.42246137","2128101.62494511","","","1176741.53625412","864386.450609621","1060148.36510422","1096212.28484876","1295576.33373223","1478190.85314654","1946999.85921615","2345057.31288218","2549487.95854326","2349548.35670896","3052784.45183025","3071316.02545314","3778335.44388249","3932624.72456126","4470540.0397345","5501860.16230426","8578033.0800165","16085593.3957052","20049339.1363392","35668895.740085","59767889.9510764","77108343.0612446","128556736.469379","166903078.899132","268553069.689137","412890167.856676","567006230.482855","796386655.52247","1193810560.97453","1858682876.49089","2445392877.19447","2831093113.22977","2914523952.0075","2913085638.67453","2966836557.50639","2378184707.12675","2307516387.75106","2335676683.27297","2432553595.16537","2290467395.84816","2383453693.2938","2430291560.62219","","","",
"Greece","GRC","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","1089781318.34704","1283074018.1797","1560744776.16166","2078867032.5689","2583693792.19667","2944787453.9324","3268406019.40812","3986646977.52813","4993083927.04384","6281278957.28086","6928071847.36635","6580700518.95843","6702847715.93779","6414128071.28801","6096760366.3604","6123259811.24232","7576194168.44759","8877807919.69479","9902967599.04811","10230306401.9012","12367430936.3305","13262616441.3458","14898956783.3869","13952999674.0141","15098732157.8515","18764535353.85","19931595720.4463","19265068040.4588","19739657928.1651","19920357903.9053","18875842403.8957","19982514412.9586","22855290050.0962","29274798279.4346","34166967300.8278","35535588286.6122","39122640112.7493","45994926819.6021","53481820416.1553","52557890121.7158","49563970054.745","49674173812.6006","43801815584.2874","43063798206.342","40798852332.2488","32658504084.3711","31510069481.1006","31525428449.3441","32492758609.6691","30101017835.9034","30098901681.2156","31356148626.9421","","","",
"Grenada","GRD","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","2835958.74178828","3236276.086268","4109698.5221442","5146829.77372624","6720648.94331719","8279654.47232129","9611664.11654376","10742871.9619329","13054735.44403","15532270.5267206","16107999.6540171","18804974.018942","19980229.623566","21482585.1231656","23423428.9899576","22210040.0354969","24970928.155717","25172629.8969237","27098121.1798894","26990974.8672948","33537182.379149","39833737.9832359","47698936.5750247","55917425.228112","72451458.6968508","72510814.3607453","97559038.9807916","85015319.7276885","97041824.208974","113141825.644572","129221558.924268","156748717.555037","173765761.471303","183201097.62777","189016668.999528","193202429.67549","183535411.379644","173885208.776464","175006919.491573","170002057.904085","169610260.037342","166465668.699238","173347837.006274","143042931.823619","147459500.531807","","","",
"Greenland","GRL","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","5228668.89318284","6683160.28598554","8014969.91420384","10604014.6599575","12873871.2011066","17501015.4550009","19993620.7798618","23516473.8009602","29725844.9793727","35174881.2325583","44342397.5340824","40572030.8666486","37379930.1253122","38696762.7465191","35176901.2811215","41998478.0197942","61523834.9919159","80498874.5182604","92049079.8698503","95493377.1789537","103952472.048059","103690147.977343","105636328.945555","94170226.0165774","102342540.635457","135288323.7874","134207651.462695","119852851.369627","129554847.591191","127774085.682646","120080389.332952","121739180.039407","131280296.512061","173930070.248414","204163696.055374","204080706.178563","226276667.906023","249084843.743468","287725015.16727","282444154.70986","299704658.940595","321659713.487592","309610160.522103","307998471.695917","321219926.94772","290643171.207547","322254095.729714","331649329.610039","366893624.26867","349555502.343498","381370175.08146","","","","",
"Guatemala","GTM","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","121231337.160537","130476520.263739","137618764.751703","168204695.717933","210919499.526638","249084532.570976","300006003.816747","375219947.708245","429584478.262923","495936082.043979","564295393.277784","605165580.448868","635233664.835049","664394558.817753","677163986.813988","705830271.240232","498579222.862358","477380967.160461","538283387.577454","553375711.014789","494409039.351377","589071333.285993","662747799.835049","733999017.208853","862231529.682219","975664931.187078","1091283705.54167","1265620770.89713","1432392744.14485","1438675866.7853","1608242109.75183","1580915098.2211","1836357604.25439","2040533234.68544","2333433471.18567","2763464123.68819","3167255793.53555","3675146284.17929","4410934963.10479","4404470764.20155","4834819629.15547","5447979205.77391","5713975370.58259","6252522939.81481","6590151798.96434","6860216008.32677","7995629148.608","9001424870.23368","8800467263.15646","9036600266.39607","8987730722.88832","9842549569.05508","","","",
"Guam","GUM","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","18352879.1565288","17865484.5439029","16545259.1729279","17842359.2162666","19316917.2247739","20078377.2580504","23168202.4169184","25766323.024055","29720840.6598007","35966336.9495852","40264193.3670601","40599020.0661467","44961264.8221344","45696498.0544747","35614551.2095669","32857696.8854059","34413869.0573407","17754956.570611","17980293.3231334","10023355.2455531","7635926.6518511","4811638.85806199","4980488.48734661","5017752.48549627","5838678.40481192","11888249.9230765","14716584.0210495","17485698.1091142","19058125.297442","18076815.423945","19170411.7132484","19746046.2424321","19459798.2850423","19031261.2510847","18895525.1924746","18428179.7731656","51483430.2084254","61515780.2260007","61517294.4585186","66812247.9914724","87844337.0083073","94238705.9205957","97057668.4447861","104723395.104897","106872271.389122","113224718.176657","114156617.272343","120611838.500976","130882434.859471","134451933.944181","162135382.174586","277922981.528191","","","",
"High income","HIC","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","150620956.625145","174453920.624045","216906965.1131","291796826.597163","370556089.878575","413349603.090006","489306871.620797","569660148.188118","654230424.394768","798756582.846141","1069513618.51827","1223230663.45606","1377415184.46906","1313791672.49226","1454956039.70725","1711979271.14529","1906658532.03691","2214841651.19423","2756047488.75123","3291420651.51707","3801308928.41255","4568506461.01992","5946024250.38112","7342931650.40655","8711713520.83853","10905969382.0175","13535191100.9823","15733910753.5496","16549057316.6554","17120098696.8768","16576139286.9609","15979850153.3092","15446723616.732","15390684272.6079","14759722115.795","17072472678.634","19345854328.1361","21801011748.0874","27548261032.2427","30132382424.6513","32594276311.0445","38489016852.6908","42309333883.4452","41732684602.6865","57834013488.548","63022921986.853","63353258583.3408","71844243029.8318","70131701722.8492","70327950574.245","66388205998.1568","70594620967.0632","","","",
"Honduras","HND","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","25543561.4719325","25329318.4767507","26133184.7295361","27888203.2954668","53911155.2870886","43586801.7956697","54066524.4746102","72961261.8779607","182952942.250854","218958174.322584","247671859.019172","255543073.270141","292975153.194545","306775387.846814","334841778.92992","337727070.054113","382020856.897548","406856958.137579","366275761.058867","328778301.512467","320699251.44018","308809537.104817","312142745.810325","280314539.001791","257631233.234294","301966975.155829","289788988.796887","301795660.592043","326881312.932106","325396301.111983","369970375.50283","390775088.269737","400794500.660354","408077227.1226","462922843.14884","542196709.285537","592399127.820819","677498979.187793","769844922.938588","854444364.66333","932130552.36543","970337048.96569","988225601.851554","1009949002.98402","1059798448.15673","1089373304.33862","1230943478.5221","1219699324.30994","1259213175.41759","1203455356.72625","949608616.861958","1346617145.56954","","","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted savings: consumption of fixed capital (current US$)","NY.ADJ.DKAP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
